winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
447,778,4,4.7,1,0,57,1,11,5.0,3.0
461,413,6,4.7,1,0,59,1,12,4.0,3.0
447,778,4,4.7,1,0,57,1,11,5.0,3.0
447,778,5,4.7,1,0,57,1,11,5.0,3.0
183,584,6,4.7,1,0,57,1,11,5.0,3.0
447,779,6,4.7,1,0,57,1,11,5.0,3.0
183,584,6,4.7,1,0,57,1,11,5.0,3.0
447,778,4,4.7,1,0,57,1,11,5.0,3.0
24,388,6,4.7,1,0,53,1,9,4.0,3.0
98,129,6,4.7,1,0,69,1,19,5.0,3.0
447,779,6,4.7,1,0,57,1,11,5.0,3.0
355,567,6,4.7,1,0,57,1,11,5.0,3.0
447,786,6,4.7,1,0,57,1,11,5.0,3.0
24,388,6,4.7,1,0,53,1,9,4.0,3.0
62,748,6,4.7,1,0,69,2,19,5.0,3.0
447,779,6,4.7,1,0,57,2,11,5.0,3.0
196,168,6,4.7,1,0,57,2,11,5.0,3.0
19,76,6,4.7,1,0,12,1,4,5.0,3.0
447,778,5,4.7,1,0,57,1,11,5.0,3.0
428,231,3,4.7,1,0,44,2,8,5.0,1.0
447,778,5,4.7,1,0,57,1,11,5.0,3.0
59,193,6,4.7,1,0,59,1,12,4.0,3.0
447,778,4,4.7,1,0,57,1,11,5.0,3.0
62,748,6,4.7,1,0,69,1,19,5.0,3.0
422,759,6,4.7,1,0,69,1,19,5.0,3.0
24,610,6,4.7,1,0,59,1,12,4.0,3.0
447,779,5,4.7,1,0,57,1,11,5.0,3.0
309,4,6,4.7,1,0,53,2,9,4.0,3.0
217,758,6,4.7,1,0,10,1,12,4.0,3.0
447,778,3,4.7,1,0,57,1,11,5.0,3.0
97,165,6,4.7,1,0,59,2,12,4.0,3.0
24,388,6,4.7,1,0,53,1,9,4.0,3.0
80,252,6,4.7,1,0,35,1,10,4.0,3.0
309,4,6,4.7,1,0,53,1,9,4.0,3.0
447,779,6,4.7,1,0,57,1,11,5.0,3.0
24,388,6,4.7,1,0,53,1,9,4.0,3.0
305,112,6,4.7,1,0,53,2,9,4.0,3.0
388,776,6,4.7,1,0,17,1,2,2.0,3.0
447,779,5,4.7,1,0,57,1,11,5.0,3.0
148,600,6,4.7,1,0,53,1,9,4.0,3.0
355,567,6,4.7,1,0,57,1,11,5.0,3.0
49,617,6,4.7,1,0,32,1,15,4.0,3.0
268,343,5,4.7,1,0,59,2,12,4.0,3.0
232,67,5,4.7,1,0,32,1,15,4.0,3.0
148,215,6,4.7,1,0,53,2,10,4.0,3.0
428,233,3,4.7,1,0,44,2,8,5.0,1.0
461,413,6,4.7,1,0,59,1,12,4.0,3.0
71,255,6,4.7,1,0,59,1,12,4.0,3.0
428,231,4,4.7,1,0,44,2,8,5.0,1.0
422,35,6,4.7,1,0,69,1,19,5.0,3.0
25,31,6,4.7,1,0,44,1,8,5.0,1.0
201,396,6,4.7,1,0,41,1,15,4.0,3.0
329,769,6,4.7,1,0,12,1,4,5.0,3.0
420,452,6,4.7,1,0,57,2,11,5.0,3.0
33,819,6,4.7,1,0,74,1,18,4.0,2.0
382,729,6,4.7,1,0,72,2,12,4.0,3.0
388,625,6,4.7,1,0,17,1,2,2.0,3.0
91,750,6,4.7,1,0,15,1,18,4.0,2.0
456,579,6,4.7,1,0,57,1,11,5.0,3.0
417,782,6,4.7,1,0,25,1,10,4.0,3.0
168,342,6,4.7,1,0,57,2,11,5.0,3.0
456,615,6,4.7,1,0,57,1,11,5.0,3.0
322,407,6,4.7,1,0,61,1,12,4.0,3.0
24,388,6,4.7,1,0,53,1,9,4.0,3.0
237,613,5,4.7,1,0,2,1,12,4.0,3.0
297,133,3,4.7,1,0,59,1,12,4.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
447,786,6,4.6,1,0,57,1,11,5.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
13,646,6,4.6,1,0,57,1,11,5.0,3.0
2,544,6,4.6,1,0,57,1,11,5.0,3.0
2,544,6,4.6,1,0,57,1,11,5.0,3.0
297,133,6,4.6,1,0,59,1,12,4.0,3.0
13,646,6,4.6,1,0,57,1,11,5.0,3.0
447,786,6,4.6,2,0,57,2,11,5.0,3.0
183,311,6,4.6,2,0,57,1,11,5.0,3.0
2,544,6,4.6,2,0,57,1,11,5.0,3.0
447,786,6,4.6,2,0,57,2,11,5.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
62,748,6,4.6,1,0,69,2,19,5.0,3.0
62,748,6,4.6,1,0,69,2,19,5.0,3.0
127,546,6,4.6,1,0,57,1,11,5.0,3.0
196,462,6,4.6,1,0,57,1,11,5.0,3.0
447,786,6,4.6,1,0,57,2,11,5.0,3.0
196,463,6,4.6,1,0,57,1,11,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
353,206,6,4.6,1,0,57,1,11,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
186,258,6,4.6,1,0,69,1,19,5.0,3.0
196,462,6,4.6,1,0,57,1,11,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
91,750,6,4.6,1,0,15,1,18,4.0,2.0
91,750,6,4.6,1,0,15,1,18,4.0,2.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
461,413,6,4.6,1,0,59,1,12,4.0,3.0
33,819,6,4.6,1,0,74,1,18,4.0,2.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
97,165,6,4.6,1,0,59,1,12,4.0,3.0
97,165,6,4.6,1,0,59,1,12,4.0,3.0
59,193,6,4.6,1,0,59,2,12,4.0,3.0
297,214,6,4.6,1,0,59,1,12,4.0,3.0
447,778,4,4.6,1,0,57,1,11,5.0,3.0
409,304,6,4.6,1,0,59,1,12,4.0,3.0
456,553,6,4.6,1,0,57,1,11,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
313,173,6,4.6,1,0,53,1,9,4.0,3.0
127,546,6,4.6,1,0,57,1,11,5.0,3.0
355,567,6,4.6,1,0,57,1,11,5.0,3.0
196,462,6,4.6,1,0,57,1,11,5.0,3.0
447,786,5,4.6,1,0,57,2,11,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
33,819,6,4.6,1,0,74,1,18,4.0,2.0
355,567,6,4.6,1,0,57,1,11,5.0,3.0
33,819,6,4.6,1,0,74,1,18,4.0,2.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
129,209,6,4.6,1,0,35,1,10,4.0,3.0
33,819,6,4.6,1,0,74,2,18,4.0,2.0
447,778,4,4.6,1,0,57,1,11,5.0,3.0
59,193,6,4.6,1,0,59,2,12,4.0,3.0
98,129,6,4.6,1,0,69,1,19,5.0,3.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
62,748,6,4.6,1,0,69,2,19,5.0,3.0
447,786,5,4.6,1,0,57,2,11,5.0,3.0
316,649,6,4.6,1,0,57,2,11,5.0,3.0
447,786,5,4.6,1,0,57,2,11,5.0,3.0
59,193,6,4.6,1,0,59,2,12,4.0,3.0
33,819,6,4.6,1,0,74,2,18,4.0,2.0
339,517,6,4.6,1,0,53,3,9,4.0,3.0
91,785,6,4.6,1,0,15,1,18,4.0,2.0
390,469,6,4.6,1,0,59,1,12,4.0,3.0
459,101,6,4.6,1,0,65,1,10,4.0,3.0
447,779,5,4.6,1,0,57,1,11,5.0,3.0
422,35,6,4.6,1,0,69,1,19,5.0,3.0
91,750,6,4.6,1,0,15,1,18,4.0,2.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
298,318,6,4.6,1,0,59,2,18,4.0,2.0
33,819,6,4.6,1,0,74,2,18,4.0,2.0
447,778,4,4.6,1,0,57,1,11,5.0,3.0
34,59,6,4.6,1,0,57,1,11,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
33,819,6,4.6,1,0,74,2,18,4.0,2.0
90,401,6,4.6,1,0,53,1,9,4.0,3.0
447,778,5,4.6,1,0,57,1,11,5.0,3.0
180,759,6,4.6,1,0,57,1,11,5.0,3.0
426,23,6,4.6,1,0,57,1,11,5.0,3.0
33,819,6,4.6,1,0,74,1,18,4.0,2.0
117,589,6,4.6,1,0,53,1,9,4.0,3.0
447,779,6,4.6,1,0,57,1,11,5.0,3.0
186,258,6,4.6,1,0,69,1,19,5.0,3.0
348,123,6,4.6,1,0,15,1,20,3.0,3.0
34,338,6,4.6,1,0,57,1,11,5.0,3.0
19,76,6,4.6,1,0,12,1,4,5.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
140,373,6,4.6,1,0,57,1,11,5.0,3.0
127,546,6,4.6,1,0,57,1,11,5.0,3.0
447,778,6,4.6,1,0,57,1,11,5.0,3.0
104,759,6,4.6,1,0,57,1,11,5.0,3.0
14,88,6,4.6,1,0,59,1,12,4.0,3.0
161,224,6,4.6,1,0,53,1,12,4.0,3.0
355,567,6,4.6,1,0,57,1,11,5.0,3.0
390,772,6,4.6,1,0,59,1,12,4.0,3.0
97,165,6,4.6,1,0,59,1,12,4.0,3.0
422,759,6,4.6,1,0,69,1,19,5.0,3.0
355,236,6,4.6,1,0,57,1,11,5.0,3.0
103,756,6,4.6,1,0,57,1,11,5.0,3.0
297,133,6,4.6,1,0,59,2,12,4.0,3.0
447,786,5,4.6,1,0,57,2,11,5.0,3.0
34,623,6,4.6,1,0,57,1,11,5.0,3.0
241,621,6,4.6,1,0,57,1,11,5.0,3.0
313,340,6,4.6,1,0,53,2,9,4.0,3.0
136,286,6,4.6,1,0,25,1,17,4.0,3.0
347,725,6,4.6,1,0,34,2,15,4.0,3.0
196,168,6,4.6,1,0,57,2,11,5.0,3.0
409,58,6,4.6,1,0,59,1,12,4.0,3.0
428,331,1,4.6,1,0,44,1,8,5.0,1.0
388,625,6,4.6,1,0,17,1,2,2.0,3.0
148,600,6,4.6,1,0,53,1,9,4.0,3.0
447,786,5,4.6,1,0,57,2,11,5.0,3.0
428,234,4,4.6,1,0,44,1,8,5.0,1.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
241,619,6,4.6,1,0,57,1,11,5.0,3.0
476,294,6,4.6,1,0,59,1,12,4.0,3.0
296,29,6,4.6,1,0,23,1,10,4.0,3.0
159,828,6,4.6,1,0,59,1,12,4.0,3.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
297,214,6,4.6,1,0,59,1,12,4.0,3.0
24,439,6,4.6,1,0,53,3,9,4.0,3.0
234,140,6,4.6,1,0,17,1,2,2.0,3.0
19,76,6,4.6,1,0,12,1,4,5.0,3.0
185,346,6,4.6,1,0,57,2,11,5.0,3.0
242,572,6,4.6,1,0,57,1,11,5.0,3.0
90,401,6,4.6,1,0,53,1,9,4.0,3.0
225,34,6,4.6,1,0,56,1,12,4.0,3.0
29,728,6,4.6,1,0,40,2,10,4.0,3.0
309,4,6,4.6,1,0,53,2,9,4.0,3.0
447,778,4,4.6,1,0,57,1,11,5.0,3.0
132,130,6,4.6,1,0,75,1,6,5.0,3.0
171,501,6,4.6,1,0,8,2,5,3.0,3.0
267,124,6,4.6,1,0,18,1,10,4.0,3.0
183,584,6,4.6,1,0,57,1,11,5.0,3.0
137,153,6,4.6,1,0,59,1,12,4.0,3.0
350,387,6,4.6,1,0,59,1,12,4.0,3.0
107,191,6,4.6,1,0,34,1,15,4.0,3.0
447,786,5,4.6,1,0,57,2,11,5.0,3.0
70,636,6,4.6,1,0,70,1,10,4.0,3.0
377,250,6,4.6,1,0,59,1,12,4.0,3.0
316,648,6,4.6,1,0,57,1,11,5.0,3.0
131,300,6,4.6,1,0,56,1,12,4.0,3.0
309,4,6,4.6,1,0,53,2,9,4.0,3.0
33,416,6,4.6,1,0,74,2,18,4.0,2.0
297,629,3,4.6,1,0,59,2,12,4.0,3.0
241,621,6,4.6,1,0,57,1,11,5.0,3.0
33,819,6,4.6,1,0,74,2,18,4.0,2.0
443,376,6,4.6,1,0,53,1,9,4.0,3.0
148,600,6,4.6,1,0,53,1,9,4.0,3.0
409,58,6,4.6,1,0,59,1,12,4.0,3.0
354,679,6,4.6,1,0,47,1,12,4.0,3.0
196,168,6,4.6,1,0,57,2,11,5.0,3.0
447,779,5,4.6,1,0,57,1,11,5.0,3.0
409,304,6,4.6,1,0,59,1,12,4.0,3.0
171,788,6,4.6,1,0,8,1,5,3.0,3.0
435,759,6,4.6,1,0,60,1,12,4.0,3.0
217,758,6,4.6,1,0,10,1,12,4.0,3.0
90,401,6,4.6,1,0,53,1,9,4.0,3.0
455,666,5,4.6,1,0,59,1,12,4.0,3.0
178,789,6,4.6,1,0,57,1,11,5.0,3.0
428,234,4,4.6,1,0,44,2,8,5.0,1.0
321,637,6,4.6,1,0,74,1,20,3.0,3.0
185,346,6,4.6,1,0,57,2,11,5.0,3.0
421,445,6,4.6,1,0,53,2,9,4.0,3.0
219,768,6,4.6,1,0,57,1,11,5.0,3.0
33,245,6,4.6,1,0,74,2,18,4.0,2.0
248,740,6,4.6,1,0,10,1,10,4.0,3.0
231,822,6,4.6,1,0,59,1,12,4.0,3.0
134,682,6,4.6,1,0,21,2,10,4.0,3.0
4,211,6,4.6,1,0,63,1,10,4.0,3.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
178,789,6,4.6,1,0,57,1,11,5.0,3.0
70,636,6,4.6,1,0,70,1,10,4.0,3.0
198,780,6,4.6,1,0,65,1,10,4.0,3.0
52,453,6,4.6,1,0,59,1,12,4.0,3.0
309,5,6,4.6,1,0,53,2,9,4.0,3.0
171,404,6,4.6,1,0,8,1,10,4.0,3.0
72,322,6,4.6,1,0,12,1,10,4.0,3.0
416,498,6,4.6,1,0,39,1,12,4.0,3.0
29,728,6,4.6,1,0,40,1,10,4.0,3.0
426,23,6,4.6,1,0,57,1,11,5.0,3.0
24,388,6,4.6,1,0,53,1,9,4.0,3.0
6,271,6,4.6,1,0,53,1,9,4.0,3.0
453,18,6,4.6,1,0,57,1,11,5.0,3.0
347,724,6,4.6,1,0,34,2,15,4.0,3.0
388,195,6,4.6,1,0,16,1,16,2.0,3.0
428,233,4,4.6,1,0,44,2,8,5.0,1.0
353,759,6,4.5,1,0,57,1,11,5.0,3.0
13,646,6,4.5,1,0,57,1,11,5.0,3.0
13,646,6,4.5,1,0,57,1,11,5.0,3.0
371,763,6,4.5,1,0,69,1,19,5.0,3.0
353,759,6,4.5,1,0,57,1,11,5.0,3.0
13,646,6,4.5,1,0,57,1,11,5.0,3.0
371,763,6,4.5,1,0,69,1,19,5.0,3.0
353,759,6,4.5,1,0,57,1,11,5.0,3.0
2,544,6,4.5,1,0,57,1,11,5.0,3.0
297,133,6,4.5,1,0,59,1,12,4.0,3.0
268,343,6,4.5,1,0,59,1,12,4.0,3.0
297,133,6,4.5,1,0,59,2,12,4.0,3.0
371,763,6,4.5,1,0,69,1,19,5.0,3.0
183,311,6,4.5,1,0,57,1,11,5.0,3.0
2,544,6,4.5,1,0,57,1,11,5.0,3.0
80,167,6,4.5,1,0,35,1,10,4.0,3.0
183,311,6,4.5,1,0,57,1,11,5.0,3.0
183,311,6,4.5,1,0,57,1,11,5.0,3.0
183,311,6,4.5,1,0,57,1,11,5.0,3.0
80,167,6,4.5,1,0,35,1,10,4.0,3.0
80,167,6,4.5,1,0,35,1,10,4.0,3.0
2,544,6,4.5,1,0,57,1,11,5.0,3.0
353,759,6,4.5,1,0,57,1,11,5.0,3.0
52,453,6,4.5,1,0,59,1,12,4.0,3.0
2,759,6,4.5,1,0,57,1,11,5.0,3.0
80,167,6,4.5,2,0,35,1,10,4.0,3.0
19,325,6,4.5,2,0,12,1,4,5.0,3.0
355,566,6,4.5,2,0,57,1,11,5.0,3.0
447,786,6,4.5,2,0,57,2,11,5.0,3.0
52,453,6,4.5,2,0,59,1,12,4.0,3.0
13,646,6,4.5,2,0,57,1,11,5.0,3.0
51,96,6,4.5,2,0,62,1,20,3.0,3.0
355,566,6,4.5,2,0,57,1,11,5.0,3.0
353,619,6,4.5,2,0,57,1,11,5.0,3.0
183,311,6,4.5,2,0,57,1,11,5.0,3.0
390,669,6,4.5,2,0,59,1,12,4.0,3.0
330,595,6,4.5,2,0,59,1,12,4.0,3.0
390,669,6,4.5,2,0,59,1,12,4.0,3.0
268,343,6,4.5,1,0,59,2,12,4.0,3.0
51,96,6,4.5,1,0,62,1,20,3.0,3.0
151,600,6,4.5,1,0,53,1,9,4.0,3.0
100,571,6,4.5,1,0,33,1,8,5.0,1.0
330,767,6,4.5,1,0,59,1,12,4.0,3.0
52,453,6,4.5,1,0,59,1,12,4.0,3.0
62,748,6,4.5,1,0,69,1,19,5.0,3.0
196,463,6,4.5,1,0,57,1,11,5.0,3.0
151,600,6,4.5,1,0,53,1,9,4.0,3.0
297,214,6,4.5,1,0,59,1,12,4.0,3.0
241,619,6,4.5,1,0,57,1,11,5.0,3.0
355,566,6,4.5,1,0,57,1,11,5.0,3.0
268,343,6,4.5,1,0,59,1,12,4.0,3.0
80,167,6,4.5,1,0,35,1,10,4.0,3.0
330,80,6,4.5,1,0,59,1,12,4.0,3.0
390,342,6,4.5,1,0,59,1,12,4.0,3.0
407,688,6,4.5,1,0,59,1,12,4.0,3.0
127,652,6,4.5,1,0,57,1,11,5.0,3.0
456,553,6,4.5,1,0,57,1,11,5.0,3.0
103,645,6,4.5,1,0,57,1,11,5.0,3.0
390,772,6,4.5,1,0,59,1,12,4.0,3.0
161,176,6,4.5,1,0,53,1,9,4.0,3.0
447,786,6,4.5,1,0,57,2,11,5.0,3.0
34,628,6,4.5,1,0,57,1,11,5.0,3.0
268,343,6,4.5,1,0,59,1,12,4.0,3.0
224,641,6,4.5,1,0,57,1,11,5.0,3.0
456,553,6,4.5,1,0,57,1,11,5.0,3.0
103,645,6,4.5,1,0,57,1,11,5.0,3.0
264,105,6,4.5,1,0,35,1,6,5.0,3.0
276,207,6,4.5,1,0,59,1,12,4.0,3.0
97,165,6,4.5,1,0,59,2,12,4.0,3.0
151,600,6,4.5,1,0,53,1,9,4.0,3.0
264,105,6,4.5,1,0,35,1,6,5.0,3.0
91,785,6,4.5,1,0,15,1,18,4.0,2.0
62,748,6,4.5,1,0,69,2,19,5.0,3.0
390,772,6,4.5,1,0,59,1,12,4.0,3.0
241,619,6,4.5,1,0,57,1,11,5.0,3.0
381,823,6,4.5,1,0,59,1,12,4.0,3.0
4,580,6,4.5,1,0,63,1,10,4.0,3.0
426,23,6,4.5,1,0,57,1,11,5.0,3.0
186,258,6,4.5,1,0,69,1,19,5.0,3.0
4,580,6,4.5,1,0,63,2,10,4.0,3.0
409,58,6,4.5,1,0,59,1,12,4.0,3.0
305,174,6,4.5,1,0,53,1,9,4.0,3.0
390,772,6,4.5,1,0,59,1,12,4.0,3.0
7,759,6,4.5,1,0,57,1,11,5.0,3.0
13,646,6,4.5,1,0,57,2,11,5.0,3.0
330,80,6,4.5,1,0,59,2,12,4.0,3.0
447,786,5,4.5,1,0,57,2,11,5.0,3.0
323,759,6,4.5,1,0,57,1,11,5.0,3.0
456,553,6,4.5,1,0,57,1,11,5.0,3.0
203,759,6,4.5,1,0,45,1,7,4.0,3.0
423,490,6,4.5,1,0,57,1,11,5.0,3.0
456,615,6,4.5,1,0,57,1,11,5.0,3.0
24,283,6,4.5,1,0,53,1,9,4.0,3.0
34,347,6,4.5,1,0,57,1,11,5.0,3.0
159,828,6,4.5,1,0,59,1,12,4.0,3.0
183,311,6,4.5,1,0,57,1,11,5.0,3.0
215,695,6,4.5,1,0,53,1,9,4.0,3.0
151,600,6,4.5,1,0,53,1,9,4.0,3.0
14,111,6,4.5,1,0,59,1,12,4.0,3.0
103,655,6,4.5,1,0,57,1,11,5.0,3.0
316,648,6,4.5,1,0,57,1,11,5.0,3.0
456,615,6,4.5,1,0,57,1,11,5.0,3.0
207,359,6,4.5,1,0,19,1,10,4.0,3.0
456,579,6,4.5,1,0,57,2,11,5.0,3.0
361,352,6,4.5,1,0,54,1,0,3.0,3.0
34,623,6,4.5,1,0,57,1,11,5.0,3.0
424,205,6,4.5,1,0,29,1,15,4.0,3.0
4,548,6,4.5,1,0,15,1,17,4.0,3.0
51,96,6,4.5,1,0,62,1,20,3.0,3.0
371,763,6,4.5,1,0,69,1,19,5.0,3.0
59,403,6,4.5,1,0,59,1,12,4.0,3.0
409,304,6,4.5,1,0,59,1,12,4.0,3.0
25,723,6,4.5,1,0,44,1,8,5.0,1.0
59,606,6,4.5,1,0,59,1,13,3.0,3.0
426,23,6,4.5,1,0,57,1,11,5.0,3.0
298,91,6,4.5,1,0,59,1,12,4.0,3.0
348,123,6,4.5,1,0,15,1,20,3.0,3.0
388,776,6,4.5,1,0,17,1,2,2.0,3.0
409,58,6,4.5,1,0,59,1,12,4.0,3.0
456,615,6,4.5,1,0,57,1,11,5.0,3.0
296,263,6,4.5,1,0,23,1,10,4.0,3.0
456,615,6,4.5,1,0,57,1,11,5.0,3.0
388,776,6,4.5,1,0,17,1,2,2.0,3.0
305,112,6,4.5,1,0,53,1,9,4.0,3.0
185,619,6,4.5,1,0,57,1,11,5.0,3.0
409,58,6,4.5,1,0,59,1,12,4.0,3.0
162,295,6,4.5,1,0,57,1,11,5.0,3.0
33,819,6,4.5,1,0,74,2,18,4.0,2.0
197,98,6,4.5,1,0,56,1,12,4.0,3.0
456,579,6,4.5,1,0,57,2,11,5.0,3.0
4,548,6,4.5,1,0,15,1,17,4.0,3.0
90,393,6,4.5,1,0,53,1,9,4.0,3.0
420,752,6,4.5,1,0,57,1,11,5.0,3.0
13,646,6,4.5,1,0,57,1,11,5.0,3.0
447,786,5,4.5,1,0,57,2,11,5.0,3.0
29,728,6,4.5,1,0,40,2,10,4.0,3.0
161,176,6,4.5,1,0,53,1,9,4.0,3.0
181,833,6,4.5,1,0,57,1,11,5.0,3.0
456,554,6,4.5,1,0,57,1,11,5.0,3.0
382,83,6,4.5,1,0,72,1,12,4.0,3.0
305,112,6,4.5,1,0,53,1,9,4.0,3.0
355,567,6,4.5,1,0,57,1,11,5.0,3.0
7,759,6,4.5,1,0,57,1,11,5.0,3.0
256,703,6,4.5,1,0,59,1,12,4.0,3.0
423,491,6,4.5,1,0,57,2,11,5.0,3.0
93,32,6,4.5,1,0,57,1,11,5.0,3.0
295,329,6,4.5,1,0,59,1,12,4.0,3.0
181,833,6,4.5,1,0,57,1,11,5.0,3.0
